fold,run,eta,h1,h2,mse_te
5,25,0.0001,8.0,6.0,6.59848911251268
5,26,0.0001,8.0,6.0,6.583420444649005
5,27,0.0001,8.0,6.0,6.567553934815882
5,28,0.0001,8.0,6.0,6.55074908876532
5,29,0.0001,8.0,6.0,6.532919587106345
5,30,0.0001,8.0,6.0,6.514025700626458
5,31,0.0001,8.0,6.0,6.494037983000462
5,32,0.0001,8.0,6.0,6.4729381818577485
5,33,0.0001,8.0,6.0,6.4506997414145655
5,34,0.0001,8.0,6.0,6.427292398120138
5,35,0.0001,8.0,6.0,6.402670817548224
5,36,0.0001,8.0,6.0,6.376780503288158
5,37,0.0001,8.0,6.0,6.349550265694385
5,38,0.0001,8.0,6.0,6.32089882978503
5,39,0.0001,8.0,6.0,6.290729221805568
5,40,0.0001,8.0,6.0,6.258936680111585
5,41,0.0001,8.0,6.0,6.225404328446898
5,42,0.0001,8.0,6.0,6.190014133023391
5,43,0.0001,8.0,6.0,6.152643801396516
5,44,0.0001,8.0,6.0,6.113184062447638
5,45,0.0001,8.0,6.0,6.071536209947729
5,46,0.0001,8.0,6.0,6.027641766267796
5,47,0.0001,8.0,6.0,5.9814763729076095
5,48,0.0001,8.0,6.0,5.933104885729327
